/government/news/professor-dirk-pfeiffer-joins-apha,[(0, 0.93895881216871635), (3, 0.020359384950138823), (2, 0.020349420480804615)]
/government/news/twyford-seed-supplier-herbiseed-ltd-guilty-of-phytosanitary-certificate-fraud,[(3, 0.94258649830687813), (0, 0.01918940165537722), (2, 0.019129042003890814)]
/guidance/sheep-scab,[(3, 0.91501738663743226), (1, 0.028357779215854157), (0, 0.028331472067329382)]
/government/collections/guides-and-forms-for-plant-varieties-and-seeds-applications,[(1, 0.90919923318805707), (2, 0.030303233727249898), (0, 0.030286764766713253)]
/guidance/african-horse-sickness,[(1, 0.86999306864689463), (0, 0.043843067932106641), (3, 0.04331117536997605)]
/government/organisations/animal-and-plant-health-agency/about/our-governance,[(0, 0.95362891946778916), (3, 0.015473113049131055), (2, 0.015455011672094046)]
/government/publications/african-horse-sickness-in-horses-in-south-africa,[(0, 0.90571676597589801), (1, 0.031870260826028368), (3, 0.031236074491385657)]
/government/publications/national-list-and-plant-breeders-rights-authorisation-of-agent,[(2, 0.87251868698156154), (0, 0.043462216928296458), (3, 0.04261437379583715)]
/government/publications/seed-sampling-instructions,[(3, 0.91994818550851087), (0, 0.026720242939592811), (1, 0.02668870314159006)]
/government/publications/request-for-personal-data-held-by-ahvla,[(0, 0.89780014985592205), (2, 0.034102655040136473), (3, 0.034092553350552057)]
/guidance/gm-inspectorate-deliberate-release-inspection-programme,[(0, 0.95126108418137845), (1, 0.016250320961010235), (3, 0.016247053486060467)]
/government/publications/plant-varieties-technical-questionnaires,[(3, 0.91096884891965502), (2, 0.029819269256438741), (0, 0.029778273665987547)]
/government/publications/salmonella-in-livestock-production-in-great-britain-2014,[(0, 0.91449401465922853), (3, 0.028512238961883631), (1, 0.028507086793531707)]
/government/publications/salmonella-in-livestock-production-in-great-britain-2013,[(0, 0.91904205495016966), (3, 0.027012796048042093), (1, 0.026989431642262918)]
/government/publications/salmonella-in-livestock-production-in-great-britain-2015,[(0, 0.91118833106215491), (1, 0.029612357933609536), (3, 0.029612125141850038)]
/government/publications/plant-breeders-rights-application,[(0, 0.90472971745308273), (2, 0.032028207428214016), (3, 0.031650638717565439)]
/guidance/plant-breeders-rights,[(0, 0.95420492794204104), (3, 0.015527938629683552), (1, 0.015140506303538807)]
/guidance/national-lists-of-agricultural-and-vegetable-crops,[(3, 0.95695002173239707), (0, 0.014526894721425892), (1, 0.01431129012175299)]
/government/publications/underground-coal-gasification-licences,[(0, 0.88840008503253109), (2, 0.037288211789669047), (1, 0.037156471647941919)]
/government/publications/surface-and-underground-coal-mining-licences,[(0, 0.85609367075246967), (2, 0.048090624631185706), (1, 0.047914801519619667)]
/government/publications/coal-mining-permit-application-guidance,[(0, 0.89800692828999729), (2, 0.03402045493755726), (3, 0.033992814627919608)]
/government/collections/coal-mining-permits-forms-and-guidance,[(0, 0.86318046261141979), (2, 0.045663806694901062), (3, 0.045580828342116554)]
/government/publications/coal-seams-with-a-history-of-spontaneous-combustion,[(1, 0.89253307747371924), (0, 0.036496477808090726), (2, 0.035578532971857979)]
/government/publications/coal-mining-permit-terms-and-conditions-application-form,[(0, 0.85709736353923571), (3, 0.047766771524006102), (2, 0.047570370244666017)]
/government/news/coal-authority-to-implement-new-mining-reports-pricing-structure,[(2, 0.89909737253983979), (0, 0.034353542807688049), (1, 0.033293478935805296)]
/government/organisations/the-coal-authority/about/about-our-services,[(2, 0.96566639929498177), (0, 0.011506447993079231), (1, 0.011426673720836526)]
/government/publications/coal-mining-permit-application-form,[(0, 0.9032822443951174), (2, 0.032251478546456644), (3, 0.032234651547601523)]
/government/publications/customer-survey-information-management-results-2015,[(2, 0.91487678035014464), (0, 0.028579897774890929), (3, 0.028289813130584606)]
/government/publications/licensing-newsletter-january-2015,[(1, 0.93019797502085189), (0, 0.023436343234386797), (2, 0.023307815152675153)]
/government/organisations/the-coal-authority/about/personal-information-charter,[(0, 0.92819835316691335), (2, 0.023951841532396548), (3, 0.023928622196359228)]
/government/statistics/statistical-digest-of-rural-england-2012,[(1, 0.87982323231095672), (3, 0.040084943850374116), (0, 0.040050602656708179)]
/government/statistics/statistical-digest-of-rural-england-2012-september-2012,[(1, 0.88857498559643766), (3, 0.037178397594890875), (0, 0.03713384781784327)]
/government/consultations/proposed-regulations-for-appeals-against-works-notices-exclusions-or-restrictions-of-access-and-dedication-of-land,[(0, 0.91619674942063234), (1, 0.028221816253203365), (3, 0.027915418863167594)]
/government/speeches/richard-benyon-speech-at-ifaw-parliamentary-reception,[(2, 0.94137312672357021), (0, 0.019586517236938914), (3, 0.019536777137361135)]
/government/consultations/the-future-of-the-agricultural-wages-board-for-england-and-wales-and-agricultural-wages-committees-and-agricultural-dwelling-house-advisory-committees-in-england,[(3, 0.92146114575398863), (1, 0.026268359506137522), (2, 0.026178760614718227)]
/government/publications/construction-costs,[(0, 0.8933239370599434), (1, 0.035592598107883143), (3, 0.035549130843080909)]
/government/publications/amendment-of-stilton-cheese-pdo-technical-file,[(0, 0.88603330204775643), (1, 0.038033908302116406), (3, 0.037995178075617142)]
/government/publications/coastal-change-pathfinder-review,[(2, 0.90548405403813637), (3, 0.031589881272099808), (1, 0.031545388780475248)]
/government/publications/cost-of-trade-unions-to-defra-2011-to-2013,[(0, 0.87905146345013052), (1, 0.040459893610187897), (3, 0.0403257367068902)]
/guidance/slaughter-poultry-livestock-and-rabbits-for-home-consumption,[(1, 0.9378529453622767), (2, 0.020723991451940978), (0, 0.020716610513027985)]
