/guidance/salmonella-get-your-egg-laying-hens-tested,[(3, 0.9673386534756141), (2, 0.010926747081336653), (1, 0.010883189961280725)]
/government/statistics/great-britain-poultry-register-statistics,[(1, 0.89075800087922963), (0, 0.036898106144112285), (3, 0.036260704011906682)]
/guidance/making-fertiliser-from-processed-animal-by-products-abps,[(2, 0.95646040093245244), (3, 0.01452919252788513), (0, 0.014511390339199537)]
/government/news/apha-announces-new-post-mortem-examination-expert-provider-for-wales,[(2, 0.94797453572907941), (3, 0.01738293733654302), (1, 0.017354759591706653)]
/government/news/apha-exhibition-stands-at-industry-shows-in-2015,[(2, 0.95247448088487197), (0, 0.015993393158809068), (3, 0.015770960578979885)]
/government/publications/plant-varieties-and-seeds-gazette-2015,[(2, 0.91330117822666368), (1, 0.028986009940977036), (3, 0.028910565195787288)]
/government/publications/approved-tb-isolation-unit-application,[(1, 0.88083301573360162), (3, 0.039924653352304877), (2, 0.039923842748430353)]
/guidance/salmonella-get-your-breeding-chickens-tested,[(3, 0.96640458055411393), (2, 0.011306005977364222), (1, 0.011162409613921167)]
/guidance/salmonella-get-your-breeding-turkeys-tested,[(3, 0.96552872764204789), (2, 0.011578326941579608), (1, 0.011464271508275337)]
/guidance/salmonella-get-your-broiler-flock-chickens-tested,[(3, 0.96357116321097291), (2, 0.012168701337229621), (1, 0.012160237165211257)]
/government/publications/amateur-vegetables-variety-descriptions,[(1, 0.94644352359113104), (3, 0.017928954308031857), (2, 0.017886121376140044)]
/government/publications/national-list-application-to-maintain-a-plant-variety,[(3, 0.91090888538017123), (2, 0.030050094758917286), (1, 0.029557069525985399)]
/government/collections/guidance-and-reports-on-gm-inspections,[(1, 0.94016549250907122), (2, 0.019977959452181112), (0, 0.019958488215052275)]
/guidance/salmonella-national-control-programmes-fees,[(2, 0.95272362290155699), (3, 0.015864953762040807), (0, 0.015712297095412019)]
/guidance/bluetongue,[(0, 0.95083089064774173), (3, 0.016416073675723654), (2, 0.016402604880246141)]
/guidance/get-your-disinfectant-approved-by-defra,[(1, 0.95159105940625877), (0, 0.016160071899589672), (3, 0.016134160146776107)]
/government/publications/compulsory-scrapie-flocks-scheme-forms,[(0, 0.89385122187457078), (3, 0.035787005506018342), (2, 0.035301888121564123)]
/government/publications/tb-isolation-units-for-cattle-conditions-of-approval-and-operation,[(2, 0.9034211215320721), (1, 0.032640324983215958), (3, 0.032068418581877416)]
/government/news/apha-exhibition-stands-at-industry-shows-in-2016,[(0, 0.94521028995372791), (2, 0.018600665711601305), (3, 0.018100387681012148)]
/guidance/defra-approved-disinfectant-when-and-how-to-use-it,[(0, 0.94189603558012769), (1, 0.019419551535381472), (2, 0.019352143439948063)]
/government/publications/national-list-application-to-add-a-plant-variety,[(3, 0.8946897848538341), (2, 0.035378761949583663), (0, 0.034979986097419057)]
/government/statistics/active-tse-surveillance-statistics,[(3, 0.92539321381323436), (0, 0.025048584216566888), (1, 0.024780425803172548)]
/government/publications/plant-varieties-and-seeds-gazette-2016,[(2, 0.91171311358200746), (1, 0.029514402569514514), (3, 0.02944456777981307)]
/government/collections/coal-mining-licence-applications,[(0, 0.92980137645657135), (1, 0.023621619856323932), (3, 0.023296691966206848)]
/government/publications/coal-methane-access-agreements,[(0, 0.8878848813050374), (1, 0.037412844310072225), (3, 0.037405239371018667)]
/government/publications/coal-exploration-licences,[(3, 0.87661092317012757), (1, 0.042851705685368287), (2, 0.040557432223083625)]
/government/publications/incidental-coal-agreement,[(2, 0.89725363773172584), (1, 0.034728882716651421), (3, 0.034235652928040011)]
/government/publications/prior-extraction-opportunities-july-2014,[(1, 0.8875044768013054), (3, 0.037506291612751756), (0, 0.03749874132581734)]
/government/publications/prior-extraction-opportunities-august-2014,[(1, 0.88751984575578791), (3, 0.037501354255965451), (0, 0.037493742006612325)]
/government/publications/prior-extraction-opportunities-september-2014,[(1, 0.88423499386073479), (3, 0.038596484161169203), (0, 0.038588263774275107)]
/government/news/new-data-may-reveal-world-war-one-practice-trenches,[(2, 0.93102190215629599), (1, 0.024210605785268291), (0, 0.022421768512426995)]
/government/publications/prior-extraction-opportunites-october-2014,[(1, 0.88854492897800874), (3, 0.037164036186357614), (0, 0.037146154469434547)]
/government/publications/prior-extraction-opportunities-november-2014,[(1, 0.8872945365520799), (3, 0.037575350277800901), (0, 0.037568321639599882)]
/guidance/get-a-licence-for-coal-mining,[(0, 0.93435826548185341), (1, 0.023286527659491931), (2, 0.021237413309875088)]
/government/publications/prior-extraction-opportunities-december-2014,[(1, 0.89566824728984595), (3, 0.034784476437508961), (0, 0.034776238957378081)]
/government/publications/prior-extraction-opportunities-january-2015,[(1, 0.89336702016877123), (3, 0.035552851723647971), (0, 0.035543825384765693)]
/government/publications/prior-extraction-opportunities-february-2015,[(1, 0.89336698107456003), (3, 0.035552854883464505), (0, 0.03554387435592854)]
/government/publications/prior-extraction-opportunities-march-2015,[(1, 0.88720268281679537), (3, 0.037601874881308284), (2, 0.037600793232737739)]
/government/publications/prior-extraction-opportunities-april-2015,[(1, 0.88720219149451041), (3, 0.037602312399571416), (2, 0.037601004549840902)]
/government/publications/prior-extraction-opportunities-may-2015,[(1, 0.88389328153490831), (3, 0.038721032673439612), (0, 0.038705254048080603)]
/government/publications/prior-extraction-opportunities-june-2015,[(1, 0.89863037246847599), (3, 0.033795449389768251), (0, 0.033788257475295964)]
/government/publications/prior-extraction-opportunities-july-2015,[(1, 0.8980247601402267), (3, 0.033998778864841254), (0, 0.033991082764729313)]
