/guidance/salmonella-get-your-egg-laying-hens-tested,[(2, 0.93234513632196225), (1, 0.033745901726473515)]
/guidance/collecting-and-treating-animal-by-products-at-collection-centres,[(0, 0.77924891024684628), (1, 0.14894707859194978), (5, 0.011040010904794889)]
/guidance/animal-by-product-processors-how-to-carry-out-a-processing-test,[(4, 0.90361467102829651), (1, 0.045655781417168355)]
/guidance/using-animal-material-in-home-work-or-community-compost-heaps,[(8, 0.86681583210928104), (1, 0.059479867137249634)]
/guidance/using-fertilisers-made-from-processed-animal-by-products-on-farms,[(7, 0.6499417766058283), (1, 0.22780861383981249), (9, 0.056660103237284071)]
/guidance/how-to-dispose-of-milk-from-your-farm-or-dairy,[(5, 0.63890803765016424), (9, 0.12282121642811467), (1, 0.10996824956749274)]
/guidance/laboratory-testing-requirements-for-animal-by-products-abps,[(3, 0.83587237344207221), (1, 0.058094110135988281), (8, 0.057304652291222544)]
/guidance/animal-by-products-handling-and-treating-wool-and-hair,[(7, 0.75480047658740712), (1, 0.15066021854347575), (9, 0.022392485707747954)]
/guidance/biodiesel-producers-when-you-can-use-animal-fat-and-cooking-oil,[(0, 0.74486945583970876), (1, 0.14182404063311171), (9, 0.051447730523810326)]
/guidance/making-fertiliser-from-processed-animal-by-products-abps,[(1, 0.94923550601368667)]
/government/organisations/animal-and-plant-health-agency/about/about-our-services,[(1, 0.76766753028617318), (8, 0.115143756755194), (3, 0.039680467312802045)]
/government/publications/inspection-feedback-form,[(2, 0.80247355367722739), (1, 0.10520241924768929), (7, 0.01156986184957615)]
/government/publications/transport-of-animals-undertaking-to-cleanse-and-disinfect-vehicles,[(1, 0.82074729014126768), (2, 0.019919185519306944), (9, 0.019917947245235476)]
/government/publications/central-point-recording-centre-for-sheep-application,[(7, 0.73757703283774756), (1, 0.18566099221586496)]
/guidance/using-leftover-milk-and-milk-products-as-farm-animal-feed,[(7, 0.81712291877815346), (1, 0.12687127371629217)]
/guidance/how-food-businesses-must-dispose-of-food-and-former-foodstuffs,[(7, 0.78324944433071231), (1, 0.11855200944229709), (9, 0.041468568735720607)]
/government/publications/apha-framework-document,[(4, 0.61457529735020566), (8, 0.24468199304086372), (1, 0.017612435396699516)]
/government/publications/assembly-centre-for-eu-trade-of-livestock-application,[(6, 0.68139838373659101), (1, 0.19000303917277547), (8, 0.016091632955087209)]
/guidance/processing-manure-for-sale-as-fertiliser-in-the-eu,[(0, 0.72127677693860959), (1, 0.2188487682637251)]
/guidance/handling-and-storing-animal-by-products,[(1, 0.9117680355887714), (9, 0.028297257271197994)]
/government/publications/meat-chicken-notification,[(0, 0.8482813925455478), (1, 0.057555184767114173), (2, 0.011814298651246518)]
/government/news/new-tb-testing-arrangements-for-england-and-wales-due-in-2015,[(1, 0.79095034173523104), (2, 0.12581109592104775), (8, 0.010457714119725179)]
/government/publications/bluetongue-virus-btv-4-in-greece-bulgaria-and-the-republic-of-macedonia,[(0, 0.8096351045764284), (4, 0.056347738798733726), (2, 0.044707531274507398)]
/guidance/using-animal-by-products-to-feed-carnivores-at-kennels-and-zoos,[(3, 0.76552370481525034), (1, 0.16368743531479524), (9, 0.01428724539813394)]
/government/publications/tse-testing-of-fallen-stock-approval-application,[(5, 0.61060311389902411), (1, 0.2461229906867087), (8, 0.017918817227341576)]
/government/publications/ahvla-annual-report-and-accounts-2013-to-2014,[(2, 0.50977865680360279), (1, 0.35141583192590731), (8, 0.017355794592555741)]
/government/collections/guidance-for-the-animal-by-product-industry,[(1, 0.87120575050728466), (4, 0.046386918051193583), (5, 0.010315508302311807)]
/government/publications/equine-infectious-anaemia-in-cornwall-and-devon-epidemiology-report,[(6, 0.60661002645987772), (4, 0.26522717010794417), (1, 0.016314820781080028)]
/government/publications/apha-staff-survey-results-2014,[(8, 0.81386171764370385), (6, 0.089408295767700763), (1, 0.012092383828180273)]
/government/publications/united-kingdom-animal-transport-certificate-and-contingency-plan-template-for-a-specific-journey,[(0, 0.78755863104006751), (1, 0.11374820790763257), (4, 0.012357067088402444)]
/government/news/avian-flu-outbreak-in-duck-breeding-farm-in-yorkshire,[(8, 0.90624929198210735), (9, 0.036993135898236287)]
/government/news/apha-announces-new-post-mortem-examination-expert-provider-for-wales,[(0, 0.86798206978902936), (8, 0.04945248279460817), (1, 0.035442683435262599)]
/government/publications/central-point-recording-centres-for-sheep-approved-premises,[(0, 0.72670744035278445), (1, 0.1841145856412966), (8, 0.011227069915290553)]
/government/publications/additional-cph-for-an-officially-tb-free-cattle-business-application,[(3, 0.76493145439218657), (1, 0.062043419611991849), (8, 0.055676831317348692)]
/government/publications/exempt-markets-for-cattle-approved-premises,[(5, 0.71442257142226828), (1, 0.11622223455437927), (2, 0.074662677380426951)]
/government/publications/seed-crop-inspection-reports,[(9, 0.89893521031388768), (8, 0.01124608430838208), (2, 0.011242459960011914)]
/government/publications/pet-travel-declaration-for-more-than-5-pets-moving-for-a-competition-or-show,[(1, 0.85818994976475715), (6, 0.01576310744192462), (8, 0.015758995289718379)]
/government/news/tb-advice-for-farmers-in-badger-cull-areas,[(8, 0.84171271568274064), (2, 0.094105521107554199)]
/government/publications/seeds-for-export-application-for-sampling-and-testing,[(9, 0.48390723321403645), (0, 0.40337710088141676), (1, 0.014130816989703194)]
/government/publications/seed-test-reports,[(9, 0.89796052730292242), (8, 0.011357469430715438), (6, 0.011349461853736136)]
/government/publications/seed-certification-label-order-forms,[(9, 0.8935590876976246), (8, 0.011857896232071232), (6, 0.011847766765880289)]
/guidance/travelling-circus-with-wild-animals-get-a-licence,[(6, 0.8119753439090408), (1, 0.14037149933886234)]
/government/publications/seed-not-certified-application-to-export,[(9, 0.8434132435662911), (1, 0.017420957908926851), (2, 0.017402024897595347)]
/government/publications/animal-gathering-licence-application,[(1, 0.89236768760326413), (8, 0.012114184062645252), (4, 0.011980108285862342)]
/government/publications/cross-compliance-guidance-for-2015,[(7, 0.66670634288833097), (9, 0.14358233112034344), (8, 0.116565275427519)]
/government/news/low-severity-avian-flu-confirmed-in-hampshire,[(8, 0.93848922155844228)]
/government/news/apha-awards-contracts-for-tb-testing-and-other-veterinary-services-in-wales,[(2, 0.86142145225985911), (8, 0.079127359208884571)]
/government/news/apha-awards-contracts-for-tb-testing-and-other-veterinary-services-in-england,[(2, 0.87661747917603827), (8, 0.072847336253321682)]
/government/publications/zoo-inspections,[(8, 0.88975930284719684), (1, 0.034247210341997507)]
/government/news/first-finding-of-disease-caused-by-avian-reovirus-in-a-wild-bird-in-gb,[(4, 0.85520950684142449), (1, 0.053857796751034429), (8, 0.031308771532622633)]
/guidance/using-animal-by-products-to-make-pet-food,[(9, 0.84210808275787152), (1, 0.098703677455319119)]
/government/news/apha-at-rhs-chelsea-flower-show-2015,[(9, 0.80498631903610174), (8, 0.11134519685820513), (1, 0.035821736395546984)]
/government/publications/application-for-an-export-licence-for-ponies-including-horses-of-147-cms-14-2-hands-or-less,[(6, 0.54464651543440734), (1, 0.23829243100708511), (9, 0.10806858596197426)]
/guidance/bovine-tb-badger-vaccination-training,[(3, 0.72651810021528995), (2, 0.11955146835185745), (1, 0.06474273191173642)]
/guidance/bovine-tb,[(2, 0.86491827246879271), (1, 0.043701047575605563), (8, 0.039643031113282066)]
/government/news/apha-publishes-information-on-new-arrangements-for-veterinary-services,[(2, 0.88595967834109479), (8, 0.053148139231865878)]
/government/news/members-of-new-animal-disease-surveillance-governance-board-announced,[(8, 0.9049226354280917), (4, 0.027032945042987564), (2, 0.020922912440756468)]
/government/publications/endangered-species-application-for-travelling-exhibition-certificate,[(1, 0.86043512939095024), (8, 0.015509234044716595), (7, 0.015507385997201913)]
/government/statistics/national-feed-audit-summary-statistics,[(0, 0.67832558962355927), (1, 0.12505124207354124), (4, 0.089325554485984365)]
/government/publications/highly-pathogenic-avian-influenza-north-america-africa-and-europe,[(3, 0.6211151561940268), (8, 0.23570090845253777), (1, 0.01791932398119599)]
/government/publications/live-animals-not-pet-dogs-cats-ferrets-application-for-import-licence,[(0, 0.52542496833189944), (1, 0.32379096789911122), (2, 0.041082092599489049)]
/government/news/british-horticulture-praised-by-environment-secretary,[(4, 0.5968899819048229), (8, 0.31985129323482575), (1, 0.010415137554215137)]
/guidance/cross-compliance-inspections,[(8, 0.71746949388643233), (7, 0.16962937596389385), (9, 0.053291729131011122)]
/government/news/gold-at-rhs-chelsea-flower-show-for-the-apha-garden,[(6, 0.80706330573404716), (8, 0.13292248187299491)]
/government/publications/plant-imports-additional-declarations-for-phytosanitary-certificates,[(0, 0.81843292602380779), (1, 0.072193791174206295), (3, 0.013686371962407441)]
/government/publications/plant-species-by-import-category,[(8, 0.88832282027557752), (1, 0.012732186820156017), (7, 0.012530748896249711)]
/government/publications/plant-imports-external-temporary-storage-facilities-etsf,[(1, 0.83565186959248738), (8, 0.018264107083452351), (9, 0.018264044225916154)]
/government/publications/animal-breeds-at-risk-registration,[(3, 0.69624282071432508), (8, 0.21650485545922799), (4, 0.01090955397078509)]
/government/publications/disease-surveillance-reports-2014,[(4, 0.89718792822960114), (1, 0.011456638400502159), (7, 0.01145380610061464)]
/government/publications/pig-disease-surveillance-reports-2014,[(4, 0.86737711920892013), (9, 0.028935122674314466), (8, 0.013197005553151103)]
/government/publications/avian-disease-surveillance-reports-2014,[(4, 0.85238182649595373), (3, 0.016406913116783477), (1, 0.016403470088922956)]
/government/publications/cattle-disease-surveillance-reports-2014,[(4, 0.85191514586934414), (2, 0.016460384260453223), (1, 0.016454354612468837)]
/government/publications/small-ruminant-disease-surveillance-reports-2014,[(4, 0.84842171181846893), (1, 0.016870865110433876), (8, 0.016839123325733119)]
/government/publications/exotic-and-farmed-species-disease-surveillance-reports-2014,[(4, 0.8411796595566019), (1, 0.025525843735541658), (8, 0.016702507796332387)]
/government/publications/tuberculosis-in-goats,[(5, 0.72225026011965932), (1, 0.10021330900732658), (2, 0.088772039202786299)]
/government/news/professor-dirk-pfeiffer-joins-apha,[(0, 0.81463601226795512), (8, 0.11299323882570853), (4, 0.01595649620440652)]
/government/organisations/animal-and-plant-health-agency/about/equality-and-diversity,[(8, 0.769338668968786), (3, 0.080080323256001229), (0, 0.019107493618321512)]
/government/publications/2010-to-2015-government-policy-animal-and-plant-health,[(1, 0.57768084702288014), (4, 0.30801293090320786), (8, 0.014295264394764308)]
/government/publications/wildlife-disease-surveillance-reports-2014,[(4, 0.86848605394340705), (1, 0.042105925120964387), (8, 0.011188349198648024)]
/government/publications/seed-imports-over-2kg-from-third-countries,[(8, 0.80452685143131397), (1, 0.053614283352871862), (9, 0.017736246187592054)]
/government/publications/endangered-species-application-for-commercial-use,[(1, 0.87613376188202885), (8, 0.013766800716216984), (6, 0.013766553315493264)]
/government/publications/endangered-species-application-for-import-and-export-permit,[(1, 0.83878361274205271), (2, 0.043406731088677958), (7, 0.014727437175491334)]
/government/publications/animal-and-plant-health-agency-annual-report-and-accounts-2014-to-2015,[(1, 0.83579468145369762), (8, 0.018252848938401945), (4, 0.018252766561833542)]
/government/publications/protecting-cattle-against-tb-infection-in-high-incidence-areas,[(0, 0.65815235475390022), (2, 0.24136239287469863), (8, 0.024822552496533114)]
/government/publications/protecting-cattle-against-tb-infection-in-low-incidence-areas,[(7, 0.61032340728332413), (2, 0.2791352903057297), (8, 0.027060380115738965)]
/government/publications/licensed-testing-station-application,[(5, 0.49519003245723642), (1, 0.21042163999239633), (9, 0.20721888661498752)]
/government/publications/ahvla-veterinary-and-technical-strategy,[(6, 0.66965836879426044), (8, 0.22473388744817141), (1, 0.013215047297196129)]
/government/publications/apha-livestock-keeper-satisfaction-and-communication-survey-2015,[(6, 0.80062229296590703), (8, 0.085648172495538771), (9, 0.055038557818206088)]
/government/publications/highly-pathogenic-avian-influenza-h7n7-in-poultry-in-germany,[(0, 0.85445027905611071), (4, 0.024419943217954803), (9, 0.015226933447656856)]
/guidance/exporting-grain-to-non-eu-countries,[(0, 0.93485759578904493), (8, 0.035892409509803137)]
/guidance/issuing-plant-passports-to-trade-plants-in-the-eu,[(1, 0.9389272814246995)]
/government/publications/parasitology-literature-review-and-horizon-scanning,[(2, 0.75872615367678964), (1, 0.12318799817482204), (6, 0.014780620132011908)]
/government/publications/welfare-of-animals-transport-order-2006-application-for-inspection,[(0, 0.57016757273580088), (1, 0.25793160485094052), (6, 0.050706382342687241)]
/government/publications/holding-a-slaughter-gathering-for-the-sale-of-tb-restricted-cattle,[(5, 0.61766762719160628), (2, 0.1943248334097652), (1, 0.098812809028917217)]
/government/news/twyford-seed-supplier-herbiseed-ltd-guilty-of-phytosanitary-certificate-fraud,[(2, 0.87515575908494037), (8, 0.039508848494490351), (9, 0.033377197276510985)]
/government/statistics/consultation-on-changes-to-statistics-on-tb-in-cattle,[(2, 0.81953963148141895), (8, 0.076414333525880243), (4, 0.013009981699789525)]
/government/publications/non-statutory-zoonoses-disease-surveillance-reports-2014,[(4, 0.88146945032776092), (6, 0.013181101234844254), (1, 0.013175600256722176)]
/guidance/handling-and-disposing-of-international-catering-waste,[(6, 0.80823453846916105), (1, 0.10087754806734679), (9, 0.037257794175147449)]
/government/publications/seed-lot-entry-forms,[(9, 0.89587846810967819), (8, 0.0115850084456287), (1, 0.011568579925642144)]
/government/publications/seed-certification-bulking-of-crops,[(5, 0.50481565620168611), (9, 0.39944196536680809), (8, 0.01200802814294913)]
/government/publications/seed-crop-entry,[(1, 0.63267250532118424), (9, 0.28056120977661836), (5, 0.010848498650317243)]
/government/collections/guidance-for-keepers-of-sheep-goats-and-pigs,[(4, 0.69430836576053145), (1, 0.19649218045311978), (7, 0.045676959079132863)]
/government/publications/lumpy-skin-disease-in-greece,[(3, 0.85440888574069074), (1, 0.045831352093892122), (0, 0.012473052331815955)]
/guidance/bovine-tb-getting-your-cattle-tested-in-england,[(2, 0.84480594158180966), (8, 0.09456692699466708), (1, 0.026289349393509763)]
/government/publications/request-sampling-and-testing-of-a-seed-lot,[(9, 0.88970152817245651), (1, 0.012262808611100252), (8, 0.01225895229402536)]
/guidance/eggs-trade-regulations,[(1, 0.91296570578418457), (8, 0.044290642150727519)]
/government/publications/bovine-tuberculosis-tb-in-domestic-pets,[(2, 0.8287112296391641), (8, 0.08137249304477405), (6, 0.011404865745532046)]
/guidance/local-authorities-regulation-of-zoos-and-circuses,[(6, 0.84938505392531072), (1, 0.10561654304748433)]
/government/publications/adjacent-holding-licence-application-wales,[(6, 0.77662897119300844), (1, 0.081494667713925883), (9, 0.055820997998634603)]
/government/publications/animal-pathogens-guidance-on-controls,[(7, 0.80426598509012281), (1, 0.094751142316434667), (8, 0.026640221558259177)]
/guidance/keeping-zoo-animals,[(4, 0.88190165140490662), (1, 0.06599791111578468)]
/guidance/poultry-registration,[(1, 0.88560470863477792), (9, 0.041249114673832757)]
/government/publications/application-for-an-export-licence-for-horses-over-147-cm-14-2-hands-in-height-including-foals-at-the-foot-of-dams,[(3, 0.68334744469581421), (1, 0.15003687497935636), (9, 0.075823878760780561)]
/government/publications/interim-land-association-management-application,[(4, 0.71703058369469663), (2, 0.11945578869749092), (9, 0.06191616262992803)]
/guidance/disease-prevention-for-livestock-farmers,[(9, 0.81767682216037252), (8, 0.09019894127289857), (1, 0.054708400030459015)]
/government/publications/avian-quarantine-facilities-approved-premises,[(1, 0.89543139799118898), (8, 0.034572926519151718)]
/government/publications/poultry-health-scheme-list-of-members,[(8, 0.81797712380026422), (4, 0.054449455188168107), (7, 0.016030956285348605)]
/guidance/get-approval-for-method-7-processing-of-animal-by-products,[(3, 0.72818890787579382), (1, 0.19916865193374986)]
/guidance/how-to-operate-an-animal-by-product-abp-processing-facility,[(0, 0.86286883454723895), (1, 0.073849263800485621), (7, 0.017727839442695695)]
/guidance/validate-your-animal-by-product-abp-processing-facility,[(8, 0.95432188849443345)]
/government/publications/keeping-wild-birds-register-a-schedule-4-bird-for-commercial-use,[(1, 0.89274634592055813), (5, 0.011919486845168891), (9, 0.011919268417924591)]
/guidance/culling-during-a-disease-outbreak-animals-that-may-be-spared,[(8, 0.88092610127063009), (5, 0.044929431894671974)]
/guidance/get-a-licence-to-hold-an-animal-gathering,[(1, 0.93286087866835554)]
/guidance/bse,[(5, 0.82064776480717072), (1, 0.076924048070438442), (8, 0.058988366728348576)]
/guidance/chronic-wasting-disease,[(8, 0.90543382336283085), (1, 0.036501808227744383)]
/guidance/paramyxovirus-infection,[(3, 0.78007657529125007), (1, 0.14002938890941069), (8, 0.010128794539941878)]
/guidance/rabies,[(4, 0.80193152632020814), (1, 0.13201650153743888)]
/guidance/scrapie,[(0, 0.7938074336447758), (1, 0.10173749199565826), (9, 0.045751978712736049)]
/guidance/sheep-scab,[(9, 0.81464437721338989), (1, 0.093918019122051777), (7, 0.011446005961125924)]
/guidance/warble-fly-how-to-spot-and-report-the-disease,[(5, 0.63418308147637226), (1, 0.23461902850411229), (0, 0.016417516553911157)]
/government/news/single-helpline-for-farming-advice,[(8, 0.91587652901995442), (7, 0.024194753242079037)]
/guidance/poultry-health-scheme-how-to-register,[(1, 0.94138182042746632)]
/guidance/bringing-non-specified-animal-pathogens-or-carriers-into-the-uk,[(4, 0.72029669878192426), (1, 0.21429637433989537)]
/government/publications/biodiesel-production-approval-application,[(7, 0.52027766981967916), (8, 0.31979333492941109), (9, 0.057728891363840795)]
/government/publications/handling-and-storage-plants-for-animal-by-products-application,[(8, 0.81836231446121588), (1, 0.078210079568301991), (9, 0.012937193912992782)]
/government/publications/incineration-of-animal-by-products-approval-application,[(8, 0.7911010949134003), (1, 0.10629651004051116), (5, 0.012847913981139152)]
/government/publications/keeping-a-wild-disabled-bird-licence-application,[(1, 0.87208658874453782), (2, 0.014213955137736088), (3, 0.014212617804204975)]
/government/publications/pet-food-plant-approval-application,[(8, 0.75695498421789742), (1, 0.13344897459629385), (9, 0.013703162582423668)]
/government/publications/pasteurisation-of-animal-by-products-and-catering-waste-approval-application,[(8, 0.84661804978330502), (1, 0.073227210114519589), (4, 0.010684922062701795)]
/government/publications/burning-poultry-manure-at-your-farm-apply-for-approval,[(6, 0.56352424829318648), (8, 0.30349764123633954), (4, 0.04489578302777892)]
/government/publications/zoo-animals-feed-application-to-use-abps,[(8, 0.84465593026343944), (1, 0.065824958038116013), (9, 0.011194499755751755)]
/government/publications/bats-submission-for-rabies-screening,[(7, 0.74811409633741344), (1, 0.11704052741017251), (4, 0.041550727650642404)]
/government/publications/endangered-species-declaration-of-a-gift-or-loan,[(1, 0.84895696127034947), (2, 0.034537609425683083), (8, 0.01456445052150036)]
/government/publications/application-for-approval-or-re-inspection-as-a-poultry-compartment-free-from-avian-influenza-and-newcastle-disease,[(8, 0.85758582423716878), (3, 0.033495967172339006), (9, 0.013680397528722101)]
/government/news/apha-launches-new-customer-service-standards,[(2, 0.76985507121159058), (9, 0.088135920557897734), (8, 0.018359680959836616)]
/government/publications/defra-approved-disinfectant-application,[(9, 0.8419639018541013), (1, 0.056651704713144756), (8, 0.012756479149776919)]
/government/news/protecting-the-nation-from-animal-diseases-for-150-years,[(2, 0.75894634967469254), (8, 0.1837176738421597)]
/government/publications/reports-relating-to-recent-cases-of-avian-influenza-bird-flu,[(4, 0.72895792687635452), (3, 0.17286028785063992), (1, 0.012400107163146669)]
/government/publications/animal-health-and-welfare-framework-2015-to-2017,[(8, 0.86603028409177285), (1, 0.014889043582296934), (7, 0.014885886794318529)]
/government/news/apha-data-will-support-state-of-the-art-animal-health-innovation-hub,[(5, 0.79213177746040897), (8, 0.16095992583354174)]
/government/publications/apha-science-strategy-2015-to-2020,[(0, 0.78484791732494641), (8, 0.11448838741572429), (4, 0.012593637710491818)]
/government/publications/ahvla-science-strategy-2012-to-2015,[(3, 0.70984161925083467), (8, 0.20322832054346393), (9, 0.010895128553392206)]
/government/organisations/animal-and-plant-health-agency/about/social-media-use,[(8, 0.87237624216776199), (9, 0.043259468050756776), (1, 0.018988717606237725)]
/government/publications/importing-plant-material-record-of-details,[(7, 0.70948665381877341), (1, 0.17217891266380711), (3, 0.027864292393630089)]
/government/publications/post-tb-sale-isolation-unit-application,[(6, 0.86801747009770958), (1, 0.038300200561145047), (2, 0.011749700333232031)]
/government/news/apha-exhibition-stands-at-industry-shows-in-2015,[(7, 0.8647768031779266), (8, 0.086030551519994586)]
/government/organisations/animal-and-plant-health-agency/about/recruitment,[(3, 0.79467018051771277), (8, 0.1386564699492315)]
/government/publications/plant-imports-authorised-points-of-entry-to-the-uk,[(0, 0.69916704961362985), (1, 0.17638654640086912), (9, 0.015567861146163164)]
/guidance/register-a-travelling-circus-or-animal-act-to-travel-in-the-eu,[(1, 0.93098988431011742)]
/government/statistics/key-historical-changes,[(5, 0.67344429332085343), (1, 0.17949141637827987), (8, 0.042044404580805182)]
/government/statistics/bovine-tb-statistics-outcome-of-user-consultation,[(2, 0.83706360870675212), (8, 0.071737453862014411), (4, 0.011513233449316188)]
/government/publications/apha-staff-survey-results-2015,[(6, 0.50717498205336609), (8, 0.38893942206726823), (1, 0.012987698441959258)]
/guidance/bovine-tb-testing-intervals-2016,[(7, 0.76547468251619566), (2, 0.15296831291664567), (8, 0.030998510858859431)]
/government/consultations/charges-for-statutory-services-provided-by-apha-proposed-changes,[(8, 0.78795154423886848), (1, 0.12106821216691918), (4, 0.033644499629634027)]
/government/publications/ahvla-regulatory-and-compliance-policy,[(5, 0.61779118236242936), (8, 0.20291645920874082), (1, 0.11457286926050224)]
/government/publications/using-animal-by-products-in-compost-or-biogas-approval-application,[(8, 0.75284429620415105), (1, 0.14326907192418264), (4, 0.014938217616159927)]
/government/collections/guidance-on-importing-and-exporting-live-animals-or-animal-products,[(6, 0.69242084527322789), (1, 0.20386010605812702), (8, 0.040496588245411989)]
/government/publications/badger-vaccine-deployment-project-lesson-learned-report,[(4, 0.81581746427949409), (2, 0.060844993111168054), (8, 0.015645747820125736)]
/guidance/bee-health,[(1, 0.90512336499722124), (8, 0.034263120758848097), (3, 0.026472702582498953)]
/government/news/bovine-tb-eradication-strategy-delivering-results,[(2, 0.83966176428254358), (8, 0.11244991998028042)]
/government/news/bovine-tb-biosecurity-plan-and-information-hub-launched,[(2, 0.8045204929239157), (8, 0.14560494022592188)]
/government/publications/declaration-of-the-disposal-of-catering-waste-from-international-means-of-transport,[(0, 0.76804674110377413), (1, 0.12478271525430365), (4, 0.013518881681608917)]
/government/publications/bovine-tb-surveillance-in-great-britain-2014,[(2, 0.84001752436064703), (4, 0.080246190771342013), (7, 0.01470241500280074)]
/government/publications/bovine-tb-surveillance-in-great-britain,[(2, 0.86993348416754523), (4, 0.065353981162397726)]
/government/publications/plant-varieties-and-seeds-gazette-2015,[(2, 0.85588106007283293), (4, 0.053138011913510197), (1, 0.01173507374628161)]
/government/publications/animals-germplasm-and-animal-products-to-the-eu-veterinary-health-certification,[(2, 0.73793952555169195), (1, 0.15873016398897333), (8, 0.012919682938080209)]
/government/publications/equidae-to-the-eu-veterinary-health-certification,[(2, 0.78900949589624203), (1, 0.10012132558201825), (9, 0.013924239372424046)]
/government/publications/poultry-to-eu-veterinary-health-certification,[(2, 0.77333675653982736), (1, 0.11913602963426334), (9, 0.013453472296242611)]
/guidance/anthrax-how-to-spot-and-report-the-disease,[(3, 0.86529850088508209), (1, 0.081199232153900486), (8, 0.011752718554539063)]
/government/publications/contingency-plan-template-for-type-2-transporters,[(4, 0.78735089840086969), (1, 0.11561438041399488), (8, 0.012200766520566333)]
/government/publications/animal-transport-contingency-plan-template-for-specific-journey,[(0, 0.72181311772750978), (1, 0.16910183301651532), (8, 0.013660774310672658)]
/government/publications/animal-products-and-pathogens-application-for-import-licence,[(9, 0.72530770872688222), (1, 0.17566132337333601), (2, 0.012382278131306296)]
/government/news/rpa-provides-flood-support-for-farmers-and-continues-to-make-bps-payments,[(9, 0.7162425778580368), (7, 0.169152245291113), (8, 0.068972929447283546)]
/government/publications/carry-agent-or-portal-carry-agent-for-animal-quarantine-application,[(6, 0.74625457318238697), (1, 0.088695163948097566), (2, 0.020665162723416071)]
/government/publications/testing-for-tb-in-your-herd,[(0, 0.56453813782242224), (2, 0.29398205547681411), (1, 0.036417929791049082)]
/government/publications/what-happens-if-tb-is-identified-in-your-herd,[(5, 0.67816461433464348), (2, 0.23493904722091191), (1, 0.011328013437474901)]
/government/news/porcine-epidemic-diarrhoea-ped-becomes-notifiable-disease-in-england,[(5, 0.78690392491724037), (8, 0.15241882468730006), (0, 0.010134951512764253)]
/government/news/apha-signs-concordat-on-openness-on-animal-research,[(9, 0.80845892896071059), (8, 0.1210816195247556)]
/guidance/how-to-deal-with-non-bovine-tb-in-your-animals,[(0, 0.84937975946901201), (2, 0.058807430511418242), (1, 0.044925232750921917)]
/government/publications/apha-disease-surveillance-reports-2015,[(4, 0.9001933955116479), (1, 0.011118739659224655), (7, 0.011116916955010244)]
/government/publications/low-pathogenic-avian-influenza-h5n1-in-scotland-uk,[(3, 0.82357417165399227), (1, 0.066017805438786853), (4, 0.013807225232547423)]
/government/news/scientists-awarded-ebola-medal-for-service-in-west-africa,[(8, 0.93077949805761107)]
/government/publications/outbreaks-of-h7n8-avian-influenza-in-poultry-in-the-usa,[(3, 0.85742465596098394), (1, 0.051052182905162821), (8, 0.01144212589353741)]
